iter	Logloss
126	0.2537243271
127	0.2526751328
128	0.2515635109
129	0.2500811005
130	0.2493581581
131	0.2483940697
132	0.2473321152
133	0.2465173149
134	0.2455941391
135	0.2450066757
136	0.244553318
137	0.2432770538
138	0.2425169563
139	0.2415436554
140	0.2409638596
141	0.2405951691
142	0.2392189217
143	0.2382413483
144	0.2374019432
145	0.236452198
146	0.2355319786
147	0.2345666122
148	0.2341091537
149	0.2332843399
150	0.2328310585
151	0.2321126556
152	0.2309952354
153	0.2302238464
154	0.229512558
155	0.2284366417
156	0.2272419548
157	0.2265361404
158	0.2257757568
159	0.2252390862
160	0.2245095825
161	0.2230911636
162	0.2226563644
163	0.2221354675
164	0.221895752
165	0.2211316681
166	0.2202713394
167	0.2194385338
168	0.2189585304
169	0.2175076294
170	0.2174286652
171	0.2168055534
172	0.2163807678
173	0.2159732246
174	0.2154495811
175	0.2145151901
176	0.2137424088
177	0.2131577301
178	0.2124900246
179	0.2119099617
180	0.2117529678
181	0.211011467
182	0.2108161926
183	0.209870224
184	0.2093990326
185	0.2089266968
186	0.2085187149
187	0.2080880737
188	0.2069560814
189	0.2063717461
190	0.2057465744
191	0.2052843857
192	0.2047928047
193	0.2045133209
194	0.2044062424
195	0.2036623764
196	0.2034453201
197	0.2024974823
198	0.2014189339
199	0.2006929398
200	0.2002523994
201	0.1999316978
202	0.1991862869
203	0.1984004211
204	0.1980155945
205	0.1976357079
206	0.1973524475
207	0.1970042038
208	0.1963958931
209	0.1951174355
210	0.1941003799
211	0.1934499931
212	0.1931343269
213	0.1926459312
214	0.1916815567
215	0.1909276772
216	0.1898924828
217	0.1892096901
218	0.1887375832
219	0.1884206581
220	0.1873596382
221	0.186019783
222	0.1857426071
223	0.1852840424
224	0.1851698685
225	0.1846496964
226	0.184349041
227	0.1842900467
228	0.1838874054
229	0.1835366058
230	0.1827854538
231	0.1827145958
232	0.1826156425
233	0.1819075203
234	0.1813602638
235	0.1807611084
236	0.1797098541
237	0.1794543076
238	0.1787419128
239	0.1785445213
240	0.1776446533
241	0.1766937256
242	0.1758612061
243	0.1751514816
244	0.1743641281
245	0.1736587906
246	0.1728948784
247	0.1719380188
248	0.1718398857
249	0.171257782
250	0.1709239006
251	0.1702548027
252	0.1699204254
253	0.1690439606
254	0.1689434052
255	0.1686288071
256	0.1685604286
257	0.1684573364
258	0.167477932
259	0.1667745972
260	0.1659827423
261	0.1659589386
262	0.1658358192
263	0.1649534607
264	0.1641568375
265	0.1640517616
266	0.1636144447
267	0.1628670502
268	0.1620815086
269	0.1612749863
270	0.1606401825
271	0.1605821228
272	0.1597304249
273	0.1588915062
274	0.1581888199
275	0.1573119831
276	0.157210207
277	0.1566152191
278	0.1564870834
279	0.1562046337
280	0.1560698032
281	0.1559649277
282	0.1558741379
283	0.1548449326
284	0.1535826206
285	0.1532845497
286	0.1531992912
287	0.1531002045
288	0.1526296425
289	0.1520986462
290	0.1513668823
291	0.1512956619
292	0.1504126453
293	0.1496156979
294	0.1493464184
295	0.1486815834
296	0.1482006264
297	0.1474180984
298	0.1471281528
299	0.1469151497
300	0.1461052132
301	0.1452900505
302	0.1449919033
303	0.1443998623
304	0.1435279465
305	0.142897892
306	0.1422802162
307	0.1415021896
308	0.1406710243
309	0.1399934387
310	0.1394194031
311	0.139338932
312	0.139254818
313	0.1386784649
314	0.1382948017
315	0.1377381897
316	0.1370642853
317	0.137001543
318	0.1366551208
319	0.1358566189
320	0.1355743313
321	0.1354932213
322	0.134767971
323	0.1346367073
324	0.1345786858
325	0.1343636703
326	0.1339548874
327	0.1337005806
328	0.1336439133
329	0.1328571796
330	0.1323971176
331	0.1321926308
332	0.1316078377
333	0.1306396389
334	0.1300464821
335	0.1294232559
336	0.1290000343
337	0.1287148285
338	0.128646183
339	0.1280277634
340	0.1273347282
341	0.1266972542
342	0.126310463
343	0.1258803558
344	0.1257870674
345	0.1256144905
346	0.1254037666
347	0.1250579929
348	0.1250090122
349	0.1241485691
350	0.1234894562
351	0.1232960892
352	0.1232705879
353	0.1229434204
354	0.1226271439
355	0.1219248009
356	0.1219036388
357	0.1216957855
358	0.121479826
359	0.1212822533
360	0.1208755684
361	0.1206135941
362	0.1200064087
363	0.1197543907
364	0.1195576382
365	0.1191163635
366	0.1188916111
367	0.1188419533
368	0.1182791519
369	0.1182226467
370	0.1175663948
371	0.1168066788
372	0.116749754
373	0.1166940308
374	0.1163329124
375	0.1159902477
376	0.1156435394
377	0.1156023216
378	0.1150631428
379	0.1146073532
380	0.1144574928
381	0.1140297413
382	0.113630085
383	0.1131229877
384	0.1129526329
385	0.1126029587
386	0.1122334576
387	0.1120211506
388	0.1115552521
389	0.1111559486
390	0.1105196571
391	0.1100623703
392	0.1097373772
393	0.1095424747
394	0.1093091583
395	0.1090855408
396	0.1088690186
397	0.1086451721
398	0.1079669476
399	0.1074316788
400	0.1073862839
401	0.10728055
402	0.1071274948
403	0.1067435646
404	0.1065108109
405	0.1059984112
406	0.1058120632
407	0.1054051304
408	0.105004406
409	0.104674387
410	0.1046353531
411	0.1042067432
412	0.1038211536
413	0.1033017063
414	0.1030283356
415	0.1025125885
416	0.1022408676
417	0.1017432117
418	0.1013148594
419	0.1008742523
420	0.1007381439
421	0.1005166054
422	0.1003185272
423	0.1000675201
424	0.09992341042
425	0.09956682205
426	0.09945000648
427	0.09923243523
428	0.09881763458
429	0.09870061874
430	0.09827835083
431	0.09781959534
432	0.09721496582
433	0.09680095673
434	0.09641204834
435	0.09624135971
436	0.09576376915
437	0.09559862137
438	0.09543527603
439	0.09531832695
440	0.09515814781
441	0.09468158722
442	0.09422039986
443	0.0939043808
444	0.09345903397
445	0.09285179138
446	0.0928041172
447	0.09265522957
448	0.09239014626
449	0.09187810898
450	0.09170710564
451	0.09148905754
452	0.09136439323
453	0.09111337662
454	0.09090834618
455	0.09087394714
456	0.09058304787
457	0.09041762352
458	0.09032523155
459	0.09020458221
460	0.09011442184
461	0.08974819183
462	0.08945624352
463	0.08933041573
464	0.08901830673
465	0.08868167877
466	0.0881078434
467	0.08807388306
468	0.08775141716
469	0.0873697567
470	0.08734205246
471	0.08706941605
472	0.08671522141
473	0.08661458015
474	0.08652874947
475	0.08612283707
476	0.0860879612
477	0.08602156639
478	0.08587295532
479	0.08565898895
480	0.08529589653
481	0.0852612114
482	0.08519248962
483	0.08500406265
484	0.08466783524
485	0.08453744888
486	0.0844989872
487	0.08426569939
488	0.08396710396
489	0.08361955643
490	0.08341757774
491	0.08300216675
492	0.08241752625
493	0.08232765198
494	0.08212505341
495	0.08206565857
496	0.08200294495
497	0.08172475815
498	0.08129642487
499	0.08090187073
500	0.08060407639
501	0.08050645828
502	0.08039600372
503	0.08003251076
504	0.08000312805
505	0.07976207733
506	0.07948771
507	0.0794473362
508	0.07924389839
509	0.07906179905
510	0.07875007153
511	0.07867175102
512	0.0786504364
513	0.0785429287
514	0.07851611137
515	0.07833867073
516	0.07811100483
517	0.07802109718
518	0.07792283535
519	0.07783321857
520	0.07742480278
521	0.07714981079
522	0.07712264538
523	0.0770767498
524	0.07705217361
525	0.07672282696
526	0.07663480759
527	0.07642603874
528	0.07634027481
529	0.07605836868
530	0.0756695509
531	0.07557474613
532	0.07543467045
533	0.07508761883
534	0.07506244659
535	0.07499704361
536	0.07486037254
537	0.07481024265
538	0.07471197128
539	0.07466266155
540	0.07428803444
541	0.07409065247
542	0.07401145935
543	0.07370819092
544	0.07345365524
545	0.07330428123
546	0.07290499687
547	0.07284405231
548	0.07253958702
549	0.07238742828
550	0.0722827816
551	0.07205996037
552	0.0719466877
553	0.07178346634
554	0.0717105484
555	0.07159183979
556	0.07156172752
557	0.07115603447
558	0.07089281559
559	0.07075037956
560	0.07049229622
561	0.07046786308
562	0.07040726662
563	0.07007931709
564	0.07006025791
565	0.06966937065
566	0.06948781967
567	0.06920030117
568	0.06892971039
569	0.06884446144
570	0.06877968788
571	0.0687155962
572	0.06847857475
573	0.06821572304
574	0.06814803123
575	0.06782547951
576	0.0676935482
577	0.06757109642
578	0.06730004311
579	0.06722794533
580	0.06693712234
581	0.06691898346
582	0.06685839653
583	0.06666286469
584	0.06658889771
585	0.06656867981
586	0.06647262573
587	0.06638935089
588	0.06623919964
589	0.06618052959
590	0.06611087322
591	0.06596205235
592	0.06590250492
593	0.06588405609
594	0.06585037708
595	0.06579901695
596	0.06557928085
597	0.06539916515
598	0.06528207302
599	0.06522430897
600	0.0648035574
601	0.06465583801
602	0.0644293499
603	0.06437724113
604	0.06432198524
605	0.06401612282
606	0.06377905846
607	0.06376303196
608	0.06374758244
609	0.0634948349
610	0.06348180771
611	0.06346604347
612	0.06328780174
613	0.06319447517
614	0.06307344437
615	0.0630106163
616	0.06274356365
617	0.06252681732
618	0.06221670151
619	0.06213776588
620	0.06191507339
621	0.0617078495
622	0.06150405884
623	0.06145739079
624	0.06118109703
625	0.06092663288
626	0.06082772255
627	0.06079314232
628	0.060599823
629	0.06055683613
630	0.0605230999
631	0.06024924278
632	0.06020306587
633	0.06000239372
634	0.05975011826
635	0.05954562187
636	0.05933379173
637	0.05926463127
638	0.05919560432
639	0.05912879944
640	0.05906875134
641	0.05887577534
642	0.05871117592
643	0.05864474297
644	0.05858681679
645	0.05853951931
646	0.05843078136
647	0.05832582474
648	0.05831415176
649	0.05823556423
650	0.05804942608
651	0.0579185915
652	0.05783023834
653	0.05754757881
654	0.05752426624
655	0.05749343395
656	0.05730888844
657	0.05710719109
658	0.05684734344
659	0.05669350147
660	0.05667962551
661	0.05662234783
662	0.05645124912
663	0.05629070282
664	0.0562685585
665	0.05601960182
666	0.05574394226
667	0.05553838253
668	0.05551916122
669	0.05539990425
670	0.0553810215
671	0.05520142555
672	0.05514740944
673	0.05491683006
674	0.0547507
675	0.05459948063
676	0.05456312656
677	0.05453169346
678	0.05431448936
679	0.05415570259
680	0.05414549828
681	0.0540629673
682	0.05405286789
683	0.05404140472
684	0.0539149332
685	0.05378713608
686	0.05377708435
687	0.05373785973
688	0.05349228859
689	0.05327243805
690	0.05316718102
691	0.0530771637
692	0.0530665493
693	0.05289802551
694	0.05285505772
695	0.05280495167
696	0.05264437199
697	0.05240067482
698	0.05222881317
699	0.05219516277
700	0.05215570927
701	0.05202240944
702	0.05181483269
703	0.05163973808
704	0.05151571274
705	0.05143889427
706	0.05138934135
707	0.0512778759
708	0.05125669479
709	0.05112281799
710	0.05106805801
711	0.05095763206
712	0.050919137
713	0.05086553097
714	0.05081933022
715	0.05078467846
716	0.05057759285
717	0.05050188541
718	0.0504683876
719	0.0502796936
720	0.05022579193
721	0.05016246796
722	0.05014179707
723	0.05010867596
724	0.04987836838
725	0.04983366013
726	0.04968883038
727	0.04963720322
728	0.04959610462
729	0.04948513031
730	0.04931856155
731	0.04930737972
732	0.04929626942
733	0.04925322533
734	0.04907011509
735	0.04899058819
736	0.04887804985
737	0.04883797646
738	0.04863733292
739	0.04858500004
740	0.04846950531
741	0.04841294289
742	0.04838490963
743	0.04824033737
744	0.04816893101
745	0.04795894623
746	0.04790489197
747	0.04774497986
748	0.04769204617
749	0.04763968468
750	0.04761332512
751	0.04745531082
752	0.04735485077
753	0.04720056057
754	0.04703533649
755	0.04689198494
756	0.04686627388
757	0.04679811478
758	0.04670401573
759	0.04654002666
760	0.04649087906
761	0.04644290924
762	0.04640328884
763	0.04624069214
764	0.04622341633
765	0.04618762016
766	0.0461234951
767	0.04595194817
768	0.04578845024
769	0.0457540369
770	0.04563247681
771	0.04552528381
772	0.04547992229
773	0.04532449245
774	0.04521347523
775	0.04506711006
776	0.04504714012
777	0.04500277996
778	0.04496067047
779	0.04491629124
780	0.04477771759
781	0.04457400322
782	0.04444635391
783	0.04425128937
784	0.04415031433
785	0.04412316322
786	0.04410058498
787	0.04399945259
788	0.04398776531
789	0.04384147644
790	0.04373654366
791	0.04366804123
792	0.04348032951
793	0.04343728542
794	0.04334404945
795	0.04322613716
796	0.04321464062
797	0.04311971664
798	0.0429720211
799	0.04285299301
800	0.04284399033
801	0.0427437973
802	0.04271225929
803	0.04267397881
804	0.0426628685
805	0.04255457401
806	0.04254033566
807	0.04249283791
808	0.04244165421
809	0.04243178368
810	0.04242124557
811	0.0422784853
812	0.04217417717
813	0.0421635294
814	0.04204030991
815	0.04188815117
816	0.04170737267
817	0.04158430099
818	0.04150572777
819	0.04145664215
820	0.04143322945
821	0.04125828743
822	0.04124937534
823	0.04124105453
824	0.04115142822
825	0.04111738205
826	0.04094513416
827	0.04093653679
828	0.04088926315
829	0.04087056637
830	0.04082952023
831	0.04082118988
832	0.04081308842
833	0.0407926178
834	0.04066588402
835	0.04055620193
836	0.04049919605
837	0.04039450645
838	0.04028256416
839	0.04027401924
840	0.04026604652
841	0.04025832176
842	0.04015143394
843	0.04004319191
844	0.03988660812
845	0.03978552341
846	0.03977826357
847	0.03974675655
848	0.03964312315
849	0.03960883856
850	0.03957175255
851	0.03953510284
852	0.03944180012
853	0.03931580544
854	0.03929050922
855	0.03916118145
856	0.03913344383
857	0.03910753012
858	0.0390196681
859	0.03895747662
860	0.0389503479
861	0.03882445335
862	0.03878266811
863	0.03868551731
864	0.03866778851
865	0.03866081238
866	0.03853996515
867	0.03848608971
868	0.03841123104
869	0.03840455532
870	0.03831884623
871	0.03822286367
872	0.03818222284
873	0.03816058636
874	0.0380512929
875	0.03802794933
876	0.03802114487
877	0.037882514
878	0.03778684378
879	0.03776638746
880	0.03775754452
881	0.03768786907
882	0.03759772062
883	0.0374806881
884	0.03736877441
885	0.03725663662
886	0.03714017391
887	0.03713341236
888	0.03712652683
889	0.03707156181
890	0.03706536531
891	0.03700716257
892	0.03693557024
893	0.0368686223
894	0.03686244011
895	0.03676251888
896	0.03671022892
897	0.0367039299
898	0.03662405014
899	0.03649650574
900	0.03636850119
901	0.0362707901
902	0.03615489483
903	0.03614043236
904	0.03611258507
905	0.03604946375
906	0.03599205971
907	0.03595556974
908	0.0359283638
909	0.03581581354
910	0.03580951691
911	0.03579811573
912	0.03579177856
913	0.03571558475
914	0.03569048882
915	0.03566565514
916	0.0356012249
917	0.03559554577
918	0.03550635576
919	0.03549240589
920	0.0354601264
921	0.03543412685
922	0.03541007757
923	0.03538354874
924	0.03527645588
925	0.03519889832
926	0.03518282175
927	0.03517683029
928	0.03506941557
929	0.03496656418
930	0.03491103411
931	0.03483991146
932	0.03472898245
933	0.03470157385
934	0.03467088938
935	0.03464599133
936	0.03461551189
937	0.03450308561
938	0.03441764116
939	0.03439671278
940	0.03439145327
941	0.03436876774
942	0.03434664249
943	0.03428700686
944	0.03424711466
945	0.03422576904
946	0.03419767857
947	0.03417759418
948	0.03413982391
949	0.03401878834
950	0.03401080608
951	0.03391635418
952	0.03383357525
953	0.03377909184
954	0.03375143528
955	0.03369567871
956	0.03368270397
957	0.03367385626
958	0.03365914822
959	0.03359334707
960	0.03350324631
961	0.03345748425
962	0.03341553688
963	0.03338561058
964	0.0333498764
965	0.03333315134
966	0.03326732635
967	0.0332598114
968	0.03314639568
969	0.03305949688
970	0.03297593117
971	0.03294101
972	0.03285473347
973	0.03281729937
974	0.03280137062
975	0.03274221182
976	0.03267642736
977	0.03259343147
978	0.03255144835
979	0.03251648903
980	0.032494874
981	0.03237850904
982	0.03229620457
983	0.032215662
984	0.03218574524
985	0.03215891838
986	0.03209349871
987	0.03202771187
988	0.03198050499
989	0.03190138102
990	0.03189652205
991	0.03182230234
992	0.03177467346
993	0.03172221661
994	0.03171266079
995	0.03170779705
996	0.03170313358
997	0.03159278154
998	0.03156025887
999	0.03153590679
